name,main_city,jurisdiction,population,latitude,longitude,ba_distance,feb_precip_mm,feb_rainy_days_rate,feb_very_rainy_days_rate,feb_p5_temp_c,feb_p50_temp_c,feb_p95_temp_c,feb_avg_wind_speed_ms,feb_p95_wind_speed_ms,feb_windy_days_rate,feb_very_windy_days_rate,feb_wind_gust_days_rate
Aguilares-Los Sarmiento-Barrio Santa Emilia ,Aguilares,Tucumán,44660,-27.4314798,-65.6146633,1050.139376107908,2.489497848809689,0.14919358026747132,0.11813955760397019,6.89774616123988,16.449797294456783,23.402024748308346,0.7807415302681022,1.628232841388525,0.0,0.0,0.0
Balcarce,Balcarce,Buenos Aires,44409,-37.8464435,-58.2555452,358.6771174896127,2.488813564789623,0.2246600155685902,0.1557796076668384,5.4186143096438295,13.985451195211423,23.59981934210057,3.5169340508693714,6.291876857502181,0.11655203105291839,0.006928527062037694,0.0003843887390091191
Gualeguay,Gualeguay,Entre Ríos,43909,-31.7404073,-60.4849515,371.7932959955011,2.8917499529576984,0.17433692965947697,0.14374621871564286,8.980932800954385,19.268466242836496,27.548537470359694,2.830242907490554,5.073937882954056,0.028458170422308214,0.0,0.0
Termas de Río Hondo,Termas de Río Hondo,Santiago del Estero,42761,-27.4959255,-64.8640783,999.233678140805,2.190081311173468,0.13671365997886864,0.10595998947755389,11.154323935948636,21.55575749806954,29.69322274996153,1.495107496644404,3.1204754310194915,0.004154359851281852,0.0,0.0
Mercedes,Mercedes,Corrientes,42115,-29.1835645,-58.0799951,603.4894283463481,3.7230575473468703,0.2052090560220387,0.18118997922734906,10.220849023644451,21.026474619300416,28.541313367991407,3.177338238326717,5.596970583314366,0.05638013113722837,0.0007792409402560705,0.0
Nueve de Julio,Nueve de Julio,Buenos Aires,42098,-35.4444766,-60.8841726,241.30471109104056,2.8032643876312253,0.2061112655882739,0.1507226660387114,6.766781423314878,16.474771212474902,25.784461922369797,3.1008544322548053,5.417411833478221,0.04491191593349979,0.000519592087445504,0.0
Cañuelas,Cañuelas,Buenos Aires,41801,-35.0592386,-58.7544268,56.90322363909125,2.865429385636485,0.20252452751582073,0.15451377508702047,7.420943995927814,17.011560100848545,26.135091176850093,3.045553959785375,5.427475424335184,0.04573886493902804,0.0013685667009941992,6.76804659014984e-06
Centenario,Centenario,Neuquén,41801,-38.8301384,-68.1215201,982.4847507469892,0.32668892653269804,0.09508827125474206,0.011822015461061035,4.966827154215111,15.215155914799558,26.562658408295466,3.315511746382647,6.825714647834816,0.1354044692904425,0.011851919901376486,0.0003801587170696611
Curuzú Cuatiá,Curuzú Cuatiá,Corrientes,40925,-29.7913375,-58.0498307,536.4208004961484,3.6798265483765724,0.204341224140564,0.17790429247471914,9.719178143700011,20.471901769481146,28.028828349592295,3.1016777702593297,5.464323514264846,0.048236686509446014,0.0003956832983321444,0.0
Río Segundo-Pilar,Río Segundo,Córdoba,40626,-31.4534384,-63.1656553,563.9186021080322,2.1825559091327986,0.15464933266556094,0.11946994564555778,8.673146790305491,19.049910471682367,27.551545062415403,2.675657756820235,5.029374698068047,0.027967972745458782,0.0001266735263222071,0.0
Zapala,Zapala,Neuquén,40508,-38.9006215,-70.0668573,1140.7823009432675,0.9169234093502571,0.18417672098450233,0.05464740599047209,0.07891842639619799,10.170178972296704,21.02187003955447,2.8588495965540077,6.561182453044408,0.10067789495276008,0.010909672588063338,0.0004674515592369871
La Falda-Huerta Grande-Valle Hermoso,La Falda,Córdoba,40310,-31.0946192,-64.4829365,687.3534749061214,1.7119918632074382,0.13326419564835165,0.0987678291513323,6.459823661842491,16.732220776048077,24.809659764872862,2.141110420178859,4.15436466893941,0.007511833564607134,4.257443643508917e-07,0.0
Trenque Lauquen,Trenque Lauquen,Buenos Aires,39975,-35.9731074,-62.7328794,418.5322099614484,2.1640326704023214,0.21701956373053413,0.1346988669514119,6.448768291515153,16.198801258645762,26.257708475704213,3.059777122570356,5.479512480831805,0.04911918243418136,0.00041302797500969316,0.0
Chascomús,Chascomús,Buenos Aires,39947,-35.5786869,-58.0138252,113.44956571315379,2.7628157820722388,0.2070132454604531,0.1548287589693815,7.192380075755672,16.536851915070958,25.563885375964507,3.0985327926876374,5.567148894276303,0.053709131330822,0.0020838747979281093,0.0
Villaguay,Villaguay,Entre Ríos,39406,-32.028558,-60.5625995,348.6416254473408,2.8648431942053407,0.17451238570385152,0.1422816250760187,8.909365645584872,19.134994146384486,27.466191038642908,2.8292482630067615,5.061407236106672,0.028183853392491146,0.0,0.0
Chajarí,Chajarí,Entre Ríos,39392,-30.7603828,-57.9852672,429.8480910803295,3.5900733710394506,0.20043553783091136,0.17287777393682027,9.250193065700682,19.897110285631275,27.854549877422674,3.2661422325151794,5.8376876798676305,0.06985283657271363,0.0014228244862097774,0.0
Chilecito,Chilecito,La Rioja,39327,-29.165001,-67.4953596,1047.8907693228398,0.9588627734624738,0.10227182511474403,0.06214884472013012,4.010723723415388,13.55544929147396,20.39243155941291,1.1315923494444435,2.063152159672646,4.978199813685462e-06,0.0,0.0
Pinamar-Divisadero,Pinamar,Buenos Aires,39301,-37.1099492,-56.8539007,311.3767940480517,2.6736039417305895,0.21683696824743567,0.1594770962687888,7.733488741321932,15.334880914221378,23.438213776149656,4.41892470715788,7.899491864826198,0.2870021637405168,0.06466260382145729,0.011598969712640819
Bragado,Bragado,Buenos Aires,38794,-35.1155766,-60.489771,195.54100046099674,2.8546771355849403,0.20374557087834952,0.15273450239810915,6.991035299799075,16.793135330077387,25.92216274180723,3.0678368224796597,5.374724178322944,0.04263100860246046,0.0005886697995697282,0.0
Casilda,Casilda,Santa Fe,38415,-33.0443368,-61.1641779,306.75730729005465,2.666863754896901,0.17792865057761081,0.14137028458558218,7.957624026517882,18.191498276023054,26.718632887824114,2.8630003476700914,5.114186604799951,0.03096679394992146,0.00030035929510882625,0.0
Tunuyán,Tunuyán,Mendoza,38367,-33.5812925,-69.0154258,982.300908389698,0.697824860560069,0.10816042294409285,0.049279513391793824,-3.654105874019721,7.49315896448532,17.64319153412752,1.1626530948449691,2.4672814314693867,0.0006105861765108786,0.0,0.0
General Güemes,General Güemes,Salta,38048,-24.8076741,-64.9167382,1254.3554571573352,1.9188625456385626,0.15016829229557957,0.11494728840675847,9.06812727048177,18.411755225925504,24.918181028290906,0.9368483326921335,1.8136091580974878,0.0,0.0,0.0
Bell Ville,Bell Ville,Córdoba,37302,-32.6300707,-62.6888782,451.76177171644923,2.405261892539972,0.1730376634922805,0.13293323059364706,7.943918555303272,18.25950098926303,26.92162742843134,2.586137168481078,4.747731382259794,0.017226395853590728,0.0,0.0
Villa Gesell,Villa Gesell,Buenos Aires,37295,-37.2556627,-56.9679411,321.3845011285692,2.676850366285372,0.2172967777545799,0.15933778526103923,7.485307184037255,15.1530263775038,23.41466149473598,4.238394727023,7.636932766330561,0.25344771197117055,0.05305686208678501,0.009664881317614966
San Martín de los Andes,San Martín de los Andes,Neuquén,37108,-40.1568791,-71.3525588,1296.563689261078,3.4668843490308516,0.1809307641180608,0.1590001814800415,-0.7506187103303781,6.4862067332606275,16.119140083798275,1.9984647761358745,3.781028556973652,0.00539094704496236,0.0,0.0
Esquel,Esquel,Chubut,36624,-42.9173055,-71.3216508,1447.0989350361076,2.0900562629526007,0.21205412280869015,0.12643698477085846,-1.1194760242478539,5.956767643542511,16.05422356589257,1.8679745761992361,3.2816354283785047,0.0010789836364037042,0.0,0.0
Pehuajó,Pehuajó,Buenos Aires,36507,-35.8104933,-61.899055,341.7411609675121,2.464041927821387,0.21434085676921275,0.14257507663982882,6.625923839348884,16.258739226965147,25.985079114893594,3.0796257526520554,5.4315373952343675,0.045301069293429676,0.000398299905983478,0.0
Lobos,Lobos,Buenos Aires,35719,-35.1856322,-59.0978393,87.21467878650607,2.937427137198556,0.2023083492462573,0.1561888254787214,7.252459085850263,16.855652602632563,26.04899209992667,3.0141310372138954,5.363001712415106,0.041534033998768566,0.0010260118113308994,0.0
General Alvear,General Alvear,Mendoza,35626,-34.9776218,-67.6963461,847.8603293803557,0.8438076765808781,0.14599798204779948,0.058323213040278446,6.778927621376549,17.3665047520609,29.204686622197382,2.8478313578177605,5.746382672747906,0.07737915057455501,0.004302906900151405,0.0001229479260754292
Bella Vista,Bella Vista,Corrientes,35546,-28.5073653,-59.0452284,679.924199229243,3.168821472063346,0.18553985094205122,0.1589715065269125,10.810171687595439,21.628500455329828,29.184518482250354,3.1209285611982103,5.552925048299085,0.05338091698729158,0.00044486708639384395,0.0
Baradero,Baradero,Buenos Aires,35389,-33.8120471,-59.5051759,132.83827010491217,2.9595357323263314,0.19373193419298312,0.15756154984061838,8.07527980673566,17.934942221348198,26.90556121928101,2.823619017911991,5.0070968468702235,0.029508516573294372,0.0003296871488197586,0.0
Gobernador Virasoro,Gobernador Virasoro,Corrientes,35150,-28.0529003,-56.0183999,763.3341268394273,4.905457628908302,0.23339009732056448,0.2071216638594537,11.665344292682603,22.0913679559641,28.810257198975908,2.785878896114239,5.00371263011484,0.02792833780849466,0.00019943177285641523,0.0
Miramar-El Marquesado,Miramar,Buenos Aires,35037,-38.2704349,-57.8387997,408.9079398051505,2.4931193545897745,0.22581779101747854,0.15586113678590544,7.072124082451122,14.19843951004834,22.657698933189675,4.536248352046668,8.17867558471858,0.30699803551873633,0.0646526487218392,0.013127328856659425
Victoria,Victoria,Entre Ríos,34965,-32.874961,-60.3387305,261.4468146146496,2.7786799854488113,0.18101371926964,0.14468865717109058,8.558896643629579,18.65320884684881,27.241084717421998,2.7233320632765743,4.840624304842944,0.0217419260505526,4.134013050163612e-05,0.0
Rivadavia,Rivadavia,Mendoza,34830,-33.1959388,-68.4662317,940.3243577427661,0.6230986161272742,0.0916244213465613,0.045095192302551976,5.250235456822435,16.318183667782687,26.833397957781404,1.889490707193348,4.168983241937338,0.022594697542918884,0.0002640649283178953,0.0
San José de Metán,San José de Metán,Salta,34601,-25.4266953,-64.6035303,1179.0285901510545,1.93156680201182,0.14571786562938951,0.11214944242309338,9.908843454904568,19.571356148679456,26.718168972745932,1.3402289976574981,2.681918446256991,0.0009328433525902663,0.0,0.0
Cruz del Eje,Cruz del Eje,Córdoba,34317,-30.7218737,-64.8086332,737.0660463499978,1.6785601942692512,0.12415687540946409,0.09246013917831271,9.597498384520245,20.382974247819515,29.103774461167255,2.6879700007723453,4.9571439198369465,0.030290506037995463,0.00011299689422407756,0.0
Salto,Salto,Buenos Aires,34034,-34.2917828,-60.2544888,170.74751080023992,2.867903459265094,0.19555586024223393,0.15326812485957164,7.3985963175060165,17.30905922602324,26.23503418290136,3.060599091428815,5.3927885878465736,0.04450273988574093,0.00037178774972738304,0.0
Frías,Frías,Santiago del Estero,33564,-28.6377023,-65.1288391,917.396338441441,1.6634941524561817,0.11336241794906071,0.08358582729539231,9.489430854987129,19.906612168598844,28.383913903317183,2.175655734389266,4.123295451614933,0.009468520606753524,0.0,0.0
General José de San Martín,General José de San Martín,Chaco,33225,-26.536411,-59.3414935,900.0534050248689,3.2321194053470768,0.17500091043575552,0.15478662254049794,11.43542917662155,22.834078724172006,30.340367070237733,3.050419786096663,5.505002924741928,0.05052108915766016,0.0006169408856575243,0.0
Famaillá,Famaillá,Tucumán,33095,-27.054364,-65.4020439,1070.2444993881054,2.9189838843182327,0.1635168902568236,0.1316766314650772,7.3697785876758255,16.869880971779047,23.80352849786572,0.8052285215223144,1.66941849161755,7.366736473861493e-08,0.0,0.0
Lincoln,Lincoln,Buenos Aires,32773,-34.8683517,-61.5296207,284.43018738747867,2.623426811044974,0.19858778569922925,0.14452530194650487,7.071139411534782,16.911509032390455,25.945005322374787,3.1028185841702784,5.475007902492074,0.048292282496997116,0.00026456640393046854,0.0
Coronel Suárez ,Coronel Suárez ,Buenos Aires,32525,-37.4585755,-61.9329038,445.53516211153016,2.1314299634680367,0.22670980553525213,0.1406179024703835,4.676023224910282,14.297730505106644,24.648233372347725,3.2265332182020514,5.751000982696749,0.06864801037220546,0.0018530060723687505,0.0
Caucete,Caucete,San Juan,32454,-31.427026,-67.6524147,930.2593814392899,0.552669242015124,0.07747869440262768,0.03868969554308505,6.380961925643071,17.595585549448415,27.291838500572357,1.7450184614844857,3.8275591251181353,0.010885470315854327,4.9903477472508505e-05,0.0
Cañada de Gómez,Cañada de Gómez,Santa Fe,31916,-32.8234448,-61.3905125,338.2998948723166,2.649899511928844,0.1734819294110457,0.13873803100005483,8.059371672286806,18.347559842010416,26.780797593680855,2.8876744698559818,5.165959329427007,0.03216606901488609,0.00023363719832109135,0.0
San Carlos de Bolívar,San Carlos de Bolívar,Buenos Aires,31618,-36.236364,-61.1069265,301.622846622868,2.5713253949079564,0.21588304032929195,0.14875027900311208,6.081940148674996,15.702851254519473,25.494625651763,3.11188620246885,5.4465102119052204,0.04675120973045629,0.0005265265601767699,0.0
Monteros,Monteros,Tucumán,31001,-27.1653249,-65.4972201,1066.1326861569498,2.8706873076341637,0.16090279338202146,0.1294017835104884,7.035479223747264,16.50871835098909,23.364836067860395,0.7892984003475642,1.6366020474721443,0.0,0.0,0.0
Charata,Charata,Chaco,30968,-27.2178115,-61.1873712,861.3255313092857,2.4739045659587866,0.15237039071766417,0.12569540750651206,10.980986885427654,22.512217379333258,30.887506319993047,3.072433734425011,5.392039091593168,0.044343647788194836,0.0002341331257923768,0.0
Villa Regina,Villa Regina,Río Negro,30491,-39.0987435,-67.0852996,916.8997920854115,0.588884889161225,0.16548862368965228,0.028423182537747487,5.177424963426608,15.460502537394987,26.486095520630524,3.5931836199730753,6.920506291808025,0.1484311078856012,0.01295596922206146,0.0003463699403023864
Arrecifes,Arrecifes,Buenos Aires,30397,-34.0674983,-60.108738,165.35811884437794,2.860154032161846,0.19325213787704948,0.15306167508852048,7.5500578283431174,17.462154457218087,26.405348322066114,3.0249064692842094,5.3413291729882,0.042209549645494386,0.0003398531064841911,0.0
Saladillo,Saladillo,Buenos Aires,30378,-35.6388525,-59.7794241,166.67563845288552,2.806570306052294,0.20678998634244328,0.15486737157537092,6.765352663336434,16.37183351263975,25.75030217300168,2.965394000729925,5.221594279082135,0.035139874432608784,0.0006442553147859397,0.0
Dolores,Dolores,Buenos Aires,30372,-36.3153624,-57.6755399,200.70115133542092,2.700421192488364,0.21083343460288195,0.15863593100218829,6.956838329915449,15.85185119286946,24.7634593550817,3.213651212471464,5.800481646323549,0.07410974851079623,0.0037826843849207937,0.0001425790793236305
Apóstoles,Apóstoles,Misiones,30278,-27.9139657,-55.7549174,785.8547729252354,5.057603477001238,0.2382943172744797,0.21071254038442327,11.619274721380895,22.04237690444974,28.559491768003518,2.606430630175685,4.661262160301055,0.01679560141376855,0.00011879485365762254,0.0
